Finishing,Short Passing,Standing Tackle,Sprint Speed,Strength,Dribbling,Crossing,Interceptions,Vision,GK Reflexes
1.5151663501838761,2.835983582873997,-0.5261548034262703,0.8697150129009795,0.18026873954437508,2.419793182249101,1.4403561638589042,-0.334052237144528,2.400562316714498,-0.623330709837073
1.5151663501838761,1.7961686552719878,-0.6028474176740192,1.7414454374284687,0.7537429493267639,1.7783576843667517,1.3893259613929485,-0.6142327530550572,1.5623142762943723,0.0
-1.1242389498748293,-1.1061701552165097,-1.0919134371548087,-0.39760576167318634,0.7537429493267639,-1.663020254743633,-1.3373730405222688,-0.8662425180214532,0.5482784397417512,1.6617441248963356
1.0757318930073518,3.216192499297522,0.27093911169160645,0.583746788843711,0.49288231030900975,1.7783576843667517,1.9121615085177373,0.33651050305295277,2.334273817959635,0.2688095750310815
1.2438425412500687,2.3553683843300384,-0.6535853475862123,1.5735774610333475,-0.8655036910037242,2.3367728295431553,1.4403561638589042,-0.4362361579287376,2.0720820677661433,0.0
1.4810989872962295,2.01436505760539,-0.34473192259718716,0.7246772536546175,1.3035618561229039,1.5512404374654656,0.7525200786279183,-0.10307502006049034,1.376344581781863,-0.17049917883983004
1.3791539687232983,1.904358646904653,-0.55179436185241,2.1794838674117365,0.6221271038724275,2.092577895830057,1.0891864577355392,-0.38518372859474675,1.4380124581665266,-1.3304667949721654
-1.0704822897240536,-1.0150203991910616,-0.9260566264921251,-1.0077124328872846,0.7537429493267639,-1.3739775685038347,-1.2454346579486644,-1.0651321677842804,0.605160147042127,1.658835208667295
1.3791539687232983,2.01436505760539,-0.31855475435794744,1.8269508269537993,0.5572071652862389,1.9338413688461067,1.1384812601731167,0.051625063300917755,1.6878892116833357,0.37666929016292705
1.3452593427110389,2.126196475561411,-0.34473192259718716,1.9135058585128446,0.2415817683511836,2.0128032852843494,0.9914863390387333,-0.4617314462451472,1.7511486424320732,0.37666929016292705
0.0949709392428878,1.4824103799738744,1.0505771742798822,0.7966818485126789,1.7399863272136051,0.5261100286526322,-0.041193473961093185,0.9627447181204322,0.5482784397417512,0.0
-1.0432507355781542,-0.07215042387034212,-1.0686844459508207,-0.8815249113368273,0.7537429493267639,-1.5135156603127446,-1.2207919014629025,-0.7909696704900707,0.83625807481318,1.6617441248963356
0.48097628984740576,2.01436505760539,0.9093686784224605,0.12262769282797037,1.6658379007594513,0.46434409049070163,0.1683178270678915,0.884161453052554,1.4380124581665266,0.1446015148297043
-1.0432507355781542,-1.4798076914682448,-0.9501746098551963,-0.7925640012535184,0.2415817683511836,-1.650003626519913,-1.315426360480786,-0.9660662202175277,-0.5566885257445527,1.6558618345386151
-1.0704822897240536,-0.4716243306585615,-1.1378121454800427,-0.39760576167318634,0.8877116650096988,-1.2924273775191697,-1.2927723845159684,-0.5888752016169988,0.83625807481318,1.658835208667295
1.2776031916840267,2.2398614284035414,-0.8037137686106381,0.31415077277159986,0.8877116650096988,1.7018369645588325,0.9430850284532489,-0.3596276228455896,1.8786008687106701,-0.9333072901279484
0.5135511581302649,1.7961686552719878,0.9093686784224605,0.1854559153566416,1.2328131701500982,0.22554399182949597,0.5213208877773888,0.9103470306232834,0.8949105150831362,0.0
1.4810989872962295,1.904358646904653,-0.6788305344768295,0.7246772536546175,0.49288231030900975,1.7783576843667517,0.7056497685378302,-0.7406202285228604,1.624943705774651,0.37666929016292705
0.5135511581302649,2.126196475561411,0.9657573677848643,0.583746788843711,0.366027375064575,1.1190498861337093,0.6128501056436285,0.9889566387829333,1.376344581781863,-0.17049917883983004
0.5461847181475821,2.3553683843300384,0.7969816928947706,-0.059803406850670565,0.0594751901533493,1.4039074266299807,1.752420483013218,0.7533702077587199,1.6878892116833357,0.47122054471816743
1.142835736085263,2.3553683843300384,-0.186780179936356,1.0188739215405942,-0.34377268728470445,2.0128032852843494,1.2881214022596084,-0.2828454297455456,1.8786008687106701,-0.623330709837073
-1.0432507355781542,-0.3447631826862156,-1.0217261976061964,-0.23319602139111742,0.7537429493267639,-1.4705117544120918,-1.169648722336159,-0.6648705442611811,0.83625807481318,1.6558618345386151
1.1764583473579147,2.01436505760539,-0.053623221681124086,1.6569881626838145,-0.05885716141314741,1.9338413688461067,1.0891864577355392,-0.5888752016169988,1.5623142762943723,-0.37458393995743877
1.4810989872962295,1.6897864328050411,-0.5004424142661636,0.12262769282797037,1.1626378922596186,1.1890367789036456,0.9430850284532489,-0.4617314462451472,1.624943705774651,0.0
-0.8184606142871166,0.9949882898504792,0.9375470298996801,0.6536994871998529,1.8899616749864325,0.46434409049070163,-0.880372536167185,0.884161453052554,-0.15686866741185215,-1.8579099364272726
1.0757318930073518,2.126196475561411,-0.7290608883083936,1.32960915497015,-0.17470615833906197,2.1731646913592115,1.04018748960311,-0.3084580278101996,1.8147198859903402,-0.623330709837073
0.8755883033383876,3.087559183427861,0.49076921791280237,-0.7925640012535184,0.42915490954690355,1.1890367789036456,1.595137658791778,0.6750085908856032,2.0720820677661433,-0.17049917883983004
-1.1507304819599395,-1.1496331244181301,-1.1378121454800427,-0.6518184888298358,0.30350216168542576,-1.5713929513955889,-1.3585863301406775,-0.7909696704900707,-0.6992913191928859,1.658835208667295
1.0422516570141498,2.472725753196916,-0.3708470020242282,0.9437784692135376,0.0594751901533493,2.092577895830057,1.3385804499912874,-0.3596276228455896,1.8786008687106701,0.2688095750310815
0.2225908343166175,2.126196475561411,0.7689682540034448,1.095003056082844,-0.2316922329379932,0.9815346126465475,1.8586439407600857,0.7533702077587199,1.6878892116833357,-0.9333072901279484
0.9754371316539077,2.2398614284035414,0.10782816904309551,0.7246772536546175,-0.664653851781831,2.092577895830057,1.4403561638589042,-0.10307502006049034,1.7511486424320732,-0.37458393995743877
0.25466544364581395,1.7961686552719878,0.7969816928947706,1.2503690295544132,-0.05885716141314741,1.1890367789036456,1.6997176564188006,0.7533702077587199,1.376344581781863,0.37666929016292705
-0.12557158346191047,1.7961686552719878,0.9375470298996801,-0.1186025201854986,1.2328131701500982,0.11111204727211184,0.1683178270678915,0.884161453052554,0.5482784397417512,-1.8579099364272726
0.9088207773533314,2.472725753196916,0.32565394279019877,0.583746788843711,0.0594751901533493,1.5512404374654656,1.543263708201003,0.5446044358907297,2.0720820677661433,0.37666929016292705
0.44846090831007146,2.126196475561411,0.8812226358839863,0.06080970635326845,0.9555728293791261,0.9140074352010092,0.9430850284532489,0.884161453052554,1.376344581781863,-0.623330709837073
1.0088198942369075,2.3553683843300384,0.24364480098890268,0.6536994871998529,0.49288231030900975,1.9338413688461067,0.8471902204415684,0.1291664209865849,1.8147198859903402,-0.17049917883983004
1.2101274394569363,1.904358646904653,-0.55179436185241,1.6569881626838145,-0.11709349807464851,1.7783576843667517,1.2379506232707966,-0.3596276228455896,1.624943705774651,-0.17049917883983004
1.2776031916840267,2.01436505760539,-0.026836498860680062,0.7966818485126789,-0.17470615833906197,1.7018369645588325,1.3385804499912874,-0.10307502006049034,1.7511486424320732,0.37666929016292705
