Balance,Qual_miles,cc1_miles,cc2_miles,cc3_miles,Bonus_miles,Bonus_trans,Flight_miles_12mo,Flight_trans_12,Days_since_enroll
-0.2572793701791098,0.0,0.0,0.0,0.0,-0.8887775812178348,-1.022273554629209,0.0,0.0,0.7632290811317651
-0.4723287966308521,0.0,0.0,0.0,0.0,-0.8559395489780305,-0.8610819189340483,0.0,0.0,0.7553771111155929
-0.025703275189115506,0.0,0.0,0.0,0.0,-0.18435618836166026,-0.6167169445693365,0.0,0.0,0.7715607881903916
-0.6142380346704375,0.0,0.0,0.0,0.0,-0.7077869673735322,-1.022273554629209,0.0,0.0,0.7514473386992409
0.5468336465339811,0.0,1.149512058475987,0.0,0.0,0.7877367341422534,0.6606974057623132,1.0720926749106328,1.3444369791715767,0.7472691778857051
-0.5582949368509542,0.0,0.0,0.0,0.0,-1.3513954655373794,-1.2436386091883012,0.0,0.0,0.7489899441814915
0.4476218320919221,0.0,1.0,0.0,0.0,0.557173826085046,0.6216146055503267,0.0,0.0,0.7617576040973284
-0.4279078764695247,0.0,0.0,0.0,0.0,-0.10671411793013248,-0.6167169445693365,0.988153482273682,1.0,0.7480067087157952
1.7660215577141674,0.0,1.0,3.8163916471489756e-17,0.0,-0.4272276378859284,1.2238098830387245,1.0867820259609333,1.4165481093681518,0.7504644998155882
0.5971412756111492,0.0,1.0,0.0,0.0,0.5734936473386909,0.7363445937263972,1.0546270911177729,1.3025175370208548,0.746285664377096
-0.044902370154845446,0.0,0.7106121022478595,0.0,0.0,0.005259755699644253,-0.12561320434640574,0.0,0.0,0.7531669255975544
0.5378185189762055,0.0,1.2380816024689916,0.0,0.0,0.9790149155328621,0.3657267131137707,0.0,0.0,0.7445641329689636
0.004119479672176616,0.0,0.7106121022478595,0.0,0.0,0.16461963952314326,0.41128985457575656,0.0,0.0,0.7445641329689636
0.0,0.0,0.0,0.0,0.0,-0.25601096995762906,-0.42601894595792045,0.0,0.0,0.7430881464738135
-0.5194989376403953,0.0,0.0,0.0,0.0,-1.3513954655373794,-1.2436386091883012,0.0,0.0,0.7416118012707704
-0.25002226610021794,0.0,1.149512058475987,0.0,0.0,0.8596299013130765,0.16837786189877654,0.0,0.0,0.7416118012707704
0.1177333106875673,0.0,1.149512058475987,0.0,0.0,0.854279352443779,0.22025285618736773,0.0,0.0,0.7411196064213489
-0.6440460741748131,0.0,0.0,0.0,0.0,-0.17181667169354023,-0.516595772466355,0.0,0.0,0.7398889446351167
0.49977152206818104,0.0,1.0,0.0,0.0,0.5558763145878974,0.2703350774754977,0.0,0.0,0.7393966100167011
-0.3644571996682426,0.0,1.0,0.0,0.0,0.13927864375336133,-0.516595772466355,0.0,0.0,0.7376731240122785
0.6989388022080939,0.0,1.2380816024689916,0.0,0.0,0.95721208879703,0.5406638713926494,0.988153482273682,1.2182136440140021,0.7376731240122785
1.0285195987303961,4.330657227626039,0.0,0.0,0.0,0.23514614230792585,0.22025285618736773,1.0681963516467783,1.4067157636187435,0.7376731240122785
-0.435196375261686,0.0,0.0,0.0,0.0,-0.2389381006452756,-0.06124106303535339,1.0844025308711804,1.4140046247801077,0.7347174356738174
0.2783584492759343,0.0,0.0,0.0,0.0,-0.3284743562933933,-0.06124106303535339,0.9565747954222968,1.0,0.7347174356738174
1.1099046407455986,4.330655285737183,0.0,0.0,0.0,-0.19185419952529012,0.4555743605292723,1.0368224148220306,1.3444369791715767,0.9877335660961093
-0.4313813366120297,0.0,0.0,0.0,0.0,-0.4879956411652101,-0.6167169445693365,0.0,0.0,0.9858390779804151
-0.4932738783142547,0.0,0.0,0.0,0.0,-0.5153501909693332,-0.8610819189340483,1.056727033587405,1.2182136440140021,0.9841809612385316
-0.8741385917375118,0.0,0.0,0.0,0.0,-1.3513954655373794,-1.2436386091883012,0.0,0.0,0.9834702140442749
0.20969167838826955,0.0,1.0,0.0,0.0,0.658747713865651,0.41128985457575656,0.9271671564532873,1.0,0.9818115102773236
-0.4729848487878768,0.0,0.0,0.0,0.0,-0.14589662551982185,-0.2657509156119179,1.022831460331992,1.0,0.9792041442431161
0.9949237692509804,0.0,1.0,0.0,0.0,0.4271736135405544,0.05848678361057452,0.0,0.0,0.976832928210201
-0.8121650673213007,0.0,0.0,0.0,0.0,-1.3513954655373794,-1.2436386091883012,0.0,0.0,0.9751725757066765
1.353672660586029,0.0,1.149512058475987,0.0,0.0,0.7720750108508916,0.5406638713926494,0.0,0.0,0.9735118098473448
-0.5073809388808098,0.0,0.0,0.0,0.0,-0.9674664273370567,-1.022273554629209,0.0,0.0,0.972562615015495
0.010577921997004254,0.0,0.0,0.0,0.0,-1.3513954655373794,-1.2436386091883012,0.0,0.0,0.9718506301616402
0.7181861542183349,0.0,1.149512058475987,0.0,0.0,0.8720954417100266,0.5406638713926494,1.0768506549437087,1.3685309911523162,0.9718506301616402
-0.3683705046730864,0.0,0.0,0.0,0.0,-0.6555703303760569,-0.6167169445693365,1.0269662977944063,1.3025175370208548,0.9709011986459354
0.3021529458152954,0.0,0.0,0.0,0.0,-0.7739208145133659,-0.8610819189340483,1.006052142399291,1.2182136440140021,0.9709011986459354
0.2121885709872991,0.0,1.0,0.0,0.0,0.5640717684048205,0.2703350774754977,0.0,0.0,0.9692393677086117
